Lang,Key,Value,Reference,Page
Kancha,12du_a,ni,"Evans, Nicholas, Wayan Arka, Matthew Carroll, Christian Döhler, Eri Kashima, Emil Mittag, Volker Gast, Dineke Schokkin, Kyla Quinn, Jeff Siegel, Philip Tama and Charlotte Van Tongeren. 2017. The languages of Southern New Guinea. In Bill Palmer (ed.), The Languages and Linguistics of New Guinea: A Comprehensive Guide. Berlin: Walter de Gruyter.",
Kancha,12du_o,ni,,
Kancha,12du_p,ndzenme,,
Kancha,12du_s,ni,,
Kancha,12pl_a,ni,,
Kancha,12pl_o,ni,,
Kancha,12pl_p,ndzenme,,
Kancha,12pl_s,ni,,
Kancha,1du_a,ni,,
Kancha,1du_o,ni,,
Kancha,1du_p,ndzenme,,
Kancha,1du_s,ni,,
Kancha,1pl_a,ni,,
Kancha,1pl_o,ni,,
Kancha,1pl_p,ndzenme,,
Kancha,1pl_s,ni,,
Kancha,1sg_a,ndzn,,
Kancha,1sg_o,ndzae,,
Kancha,1sg_p,ndzuni,,
Kancha,1sg_s,ndzae,,
Kancha,2du_a,mbn,,
Kancha,2du_o,mbae,,
Kancha,2du_p,mbenme,,
Kancha,2du_s,mbae,,
Kancha,2pl_a,mbn,,
Kancha,2pl_o,mbae,,
Kancha,2pl_p,mbenme,,
Kancha,2pl_s,mbae,,
Kancha,2sg_a,mbn,,
Kancha,2sg_o,mbae,,
Kancha,2sg_p,mbuni,,
Kancha,2sg_s,mbae,,
Kancha,3d_a,chap,,
Kancha,3d_o,pi,,
Kancha,3d_p,chabbanme,,
Kancha,3d_s,pi,,
Kancha,3p_a,chap,,
Kancha,3p_o,pi,,
Kancha,3p_p,chabbanme,,
Kancha,3p_s,pi,,
Kancha,3sg_m_a,chap,,
Kancha,3sg_m_o,pi,,
Kancha,3sg_m_p,chabbani,,
Kancha,3sg_m_s,pi,,
Kancha,3sg_n_a,chap,,
Kancha,3sg_n_o,pi,,
Kancha,3sg_n_p,chabbani,,
Kancha,3sg_n_s,pi,,
Kannada,12du_a,naavu,"Steever, Stanford. 1997. Kannada.",
Kannada,12du_o,nammannu,,
Kannada,12du_p,namma,,
Kannada,12du_s,naavu,,
Kannada,12pl_a,naavu,,
Kannada,12pl_o,nammannu,,
Kannada,12pl_p,namma,,
Kannada,12pl_s,naavu,,
Kannada,1du_a,naavu,,
Kannada,1du_o,nammannu,,
Kannada,1du_p,namma,,
Kannada,1du_s,naavu,,
Kannada,1pl_a,naavu,,
Kannada,1pl_o,nammannu,,
Kannada,1pl_p,namma,,
Kannada,1pl_s,naavu,,
Kannada,1sg_a,naanu,,
Kannada,1sg_o,nannannu,,
Kannada,1sg_p,nanna,,
Kannada,1sg_s,naanu,,
Kannada,2du_a,niivu,,
Kannada,2du_o,nimmannu,,
Kannada,2du_p,nimma,,
Kannada,2du_s,niivu,,
Kannada,2pl_a,niivu,,
Kannada,2pl_o,nimmannu,,
Kannada,2pl_p,nimma,,
Kannada,2pl_s,niivu,,
Kannada,2sg_a,niinu,,
Kannada,2sg_o,ninnannu,,
Kannada,2sg_p,ninna,,
Kannada,2sg_s,niinu,,
Kannada,3d_a,avu,,
Kannada,3d_o,avannu,,
Kannada,3d_p,avara,,
Kannada,3d_s,avu,,
Kannada,3p_a,avu,,
Kannada,3p_o,avannu,,
Kannada,3p_p,avara,,
Kannada,3p_s,avu,,
Kannada,3sg_m_a,avanu,,
Kannada,3sg_m_o,avanannu,,
Kannada,3sg_m_p,avana,,
Kannada,3sg_m_s,avanu,,
Kannada,3sg_n_a,adu,,
Kannada,3sg_n_o,adannu,,
Kannada,3sg_n_p,adara,,
Kannada,3sg_n_s,adu,,
Kayardild,12du_a,ngakurra,"Evans, Nicholas. 1995.",
Kayardild,12du_o,ngakurwanji,,
Kayardild,12du_p,ngakurwanda,,
Kayardild,12du_s,ngakurra,,
Kayardild,12pl_a,ngakulda,,
Kayardild,12pl_o,ngakulwanji,,
Kayardild,12pl_p,ngakulwanda,,
Kayardild,12pl_s,ngakulda,,
Kayardild,1du_a,ngara,,
Kayardild,1du_o,ngarwanji,,
Kayardild,1du_p,ngarwanda,,
Kayardild,1du_s,ngara,,
Kayardild,1pl_a,ngalda,,
Kayardild,1pl_o,ngalwanji,,
Kayardild,1pl_p,ngalwanda,,
Kayardild,1pl_s,ngalda,,
Kayardild,1sg_a,ngada,,
Kayardild,1sg_o,ngijinji,,
Kayardild,1sg_p,ngijinda,,
Kayardild,1sg_s,ngada,,
Kayardild,2du_a,kirra,,
Kayardild,2du_o,kirwanji,,
Kayardild,2du_p,kirwanda,,
Kayardild,2du_s,kira,,
Kayardild,2pl_a,kilda,,
Kayardild,2pl_o,kilwanji,,
Kayardild,2pl_p,kilwanda,,
Kayardild,2pl_s,kilda,,
Kayardild,2sg_a,nyingka,,
Kayardild,2sg_o,ngumbanji,,
Kayardild,2sg_p,ngumbanda,,
Kayardild,2sg_s,nyingka,,
Kayardild,3d_a,bira,,
Kayardild,3d_o,birwanji,,
Kayardild,3d_p,birwanda,,
Kayardild,3d_s,bira,,
Kayardild,3p_a,bilda,,
Kayardild,3p_o,bilwanji,,
Kayardild,3p_p,bilwanda,,
Kayardild,3p_s,bilda,,
Kayardild,3sg_m_a,niya,,
Kayardild,3sg_m_o,niwanji,,
Kayardild,3sg_m_p,niwanda,,
Kayardild,3sg_m_s,niya,,
Kayardild,3sg_n_a,niya,,
Kayardild,3sg_n_o,niwanji,,
Kayardild,3sg_n_p,niwanda,,
Kayardild,3sg_n_s,niya,,
Kiwai,12du_a,nimoiti,"Ray, Sidney H. 1907. A Grammar of the Kiwai Language, with Notes on the Mawata Dialect. In Sidney H. Ray (ed.), Linguistics (Reports of the Cambridge Anthropological Expedition to Torres Straits III). pp. 302-319. Cambridge: Cambridge University Press.",
Kiwai,12du_o,nimoiti,,
Kiwai,12du_p,nimoiti,,
Kiwai,12du_s,nimoiti,,
Kiwai,12pl_a,nimo,,
Kiwai,12pl_o,nimo,,
Kiwai,12pl_p,nimo,,
Kiwai,12pl_s,nimo,,
Kiwai,1du_a,nimoiti,,
Kiwai,1du_o,nimoiti,,
Kiwai,1du_p,nimoiti,,
Kiwai,1du_s,nimoiti,,
Kiwai,1pl_a,nimo,,
Kiwai,1pl_o,nimo,,
Kiwai,1pl_p,nimo,,
Kiwai,1pl_s,nimo,,
Kiwai,1sg_a,mo,,
Kiwai,1sg_o,mo,,
Kiwai,1sg_p,mo,,
Kiwai,1sg_s,mo,,
Kiwai,2du_a,rioti,,
Kiwai,2du_o,rioti,,
Kiwai,2du_p,rioti,,
Kiwai,2du_s,rioti,,
Kiwai,2pl_a,rio,,
Kiwai,2pl_o,rio,,
Kiwai,2pl_p,rio,,
Kiwai,2pl_s,rio,,
Kiwai,2sg_a,ro,,
Kiwai,2sg_o,ro,,
Kiwai,2sg_p,ro,,
Kiwai,2sg_s,ro,,
Kiwai,3d_a,niti,,
Kiwai,3d_o,niti,,
Kiwai,3d_p,niti,,
Kiwai,3d_s,niti,,
Kiwai,3p_a,ni,,
Kiwai,3p_o,ni,,
Kiwai,3p_p,ni,,
Kiwai,3p_s,ni,,
Kiwai,3sg_m_a,nu,,
Kiwai,3sg_m_o,nu,,
Kiwai,3sg_m_p,nu,,
Kiwai,3sg_m_s,nu,,
Kiwai,3sg_n_a,nu,,
Kiwai,3sg_n_o,nu,,
Kiwai,3sg_n_p,nu,,
Kiwai,3sg_n_s,nu,,
Komnzo,12du_a,ni,"Döhler, C. (2019). A grammar of Komnzo. Language Science Press. https://doi.org/10.5281/zenodo.1477799",
Komnzo,12du_o,ni,,
Komnzo,12du_p,nzenme,,
Komnzo,12du_s,ni,,
Komnzo,12pl_a,ni,,
Komnzo,12pl_o,ni,,
Komnzo,12pl_p,nzenme,,
Komnzo,12pl_s,ni,,
Komnzo,1du_a,ni,,
Komnzo,1du_o,ni,,
Komnzo,1du_p,nzenme,,
Komnzo,1du_s,ni,,
Komnzo,1pl_a,ni,,
Komnzo,1pl_o,ni,,
Komnzo,1pl_p,nzenme,,
Komnzo,1pl_s,ni,,
Komnzo,1sg_a,nze,,
Komnzo,1sg_o,nzae,,
Komnzo,1sg_p,nzone,,
Komnzo,1sg_s,nzae,,
Komnzo,2du_a,mbn,,
Komnzo,2du_o,mbae,,
Komnzo,2du_p,mbanme,,
Komnzo,2du_s,mbae,,
Komnzo,2pl_a,mbn,,
Komnzo,2pl_o,mbae,,
Komnzo,2pl_p,mbanme,,
Komnzo,2pl_s,mbae,,
Komnzo,2sg_a,mbe,,
Komnzo,2sg_o,mbae,,
Komnzo,2sg_p,mbone,,
Komnzo,2sg_s,mbae,,
Komnzo,3d_a,napa,,
Komnzo,3d_o,pi,,
Komnzo,3d_p,napanme,,
Komnzo,3d_s,pi,,
Komnzo,3p_a,napa,,
Komnzo,3p_o,pi,,
Komnzo,3p_p,napanme,,
Komnzo,3p_s,pi,,
Komnzo,3sg_m_a,nap,,
Komnzo,3sg_m_o,pi,,
Komnzo,3sg_m_p,napne,,
Komnzo,3sg_m_s,pi,,
Komnzo,3sg_n_a,nap,,
Komnzo,3sg_n_o,pi,,
Komnzo,3sg_n_p,napne,,
Komnzo,3sg_n_s,pi,,
Koya,12du_a,mannada,"Tyler, Stephen A. 1969. Koya: an Outline Grammar. University of California Publications in Linguistics 54.",
Koya,12du_o,maaminni,,
Koya,12du_p,manna,,
Koya,12du_s,mannada,,
Koya,12pl_a,mannada,,
Koya,12pl_o,maaminni,,
Koya,12pl_p,manna,,
Koya,12pl_s,mannada,,
Koya,1du_a,manna,,
Koya,1du_o,maaninni,,
Koya,1du_p,maa,,
Koya,1du_s,manna,,
Koya,1pl_a,manna,,
Koya,1pl_o,maaninni,,
Koya,1pl_p,maa,,
Koya,1pl_s,manna,,
Koya,1sg_a,nanna,,
Koya,1sg_o,naaninni,,
Koya,1sg_p,naa,,
Koya,1sg_s,nanna,,
Koya,2du_a,miaru,,
Koya,2du_o,mianinni,,
Koya,2du_p,mia,,
Koya,2du_s,miaru,,
Koya,2pl_a,miaru,,
Koya,2pl_o,mianinni,,
Koya,2pl_p,mia,,
Koya,2pl_s,miaru,,
Koya,2sg_a,nimma,,
Koya,2sg_o,nianinni,,
Koya,2sg_p,nia,,
Koya,2sg_s,nimma,,
Koya,3d_a,oaru,,
Koya,3d_o,oarinni,,
Koya,3d_p,oari,,
Koya,3d_s,oaru,,
Koya,3p_a,oaru,,
Koya,3p_o,oarinni,,
Koya,3p_p,oari,,
Koya,3p_s,oaru,,
Koya,3sg_m_a,oanydu,,
Koya,3sg_m_o,oaninni,,
Koya,3sg_m_p,oani,,
Koya,3sg_m_s,oanydu,,
Koya,3sg_n_a,addu,,
Koya,3sg_n_o,daaninni,,
Koya,3sg_n_p,daani,,
Koya,3sg_n_s,addu,,
KukuYalanji,12du_a,ngaliny,"Patz, Elisabeth. 2002. A grammar of the Kuku Yalanji language of north Queensland. Canberra: Pacific Linguistics, Research School of Pacific and Asian Studies, Australian National University. 527.",
KukuYalanji,12du_o,ngalinyan,,
KukuYalanji,12du_p,ngalinyanga,,
KukuYalanji,12du_s,ngaliny,,
KukuYalanji,12pl_a,ngana,,
KukuYalanji,12pl_o,nganangan,,
KukuYalanji,12pl_p,ngananga,,
KukuYalanji,12pl_s,ngana,,
KukuYalanji,1du_a,ngali,,
KukuYalanji,1du_o,ngalingan,,
KukuYalanji,1du_p,ngalinga,,
KukuYalanji,1du_s,ngali,,
KukuYalanji,1pl_a,nganjin,,
KukuYalanji,1pl_o,nganjinan,,
KukuYalanji,1pl_p,nganjinanga,,
KukuYalanji,1pl_s,nganjin,,
KukuYalanji,1sg_a,ngayu,,
KukuYalanji,1sg_o,nganya,,
KukuYalanji,1sg_p,ngayku,,
KukuYalanji,1sg_s,ngayu,,
KukuYalanji,2du_a,yubal,,
KukuYalanji,2du_o,yubalan,,
KukuYalanji,2du_p,yubalanga,,
KukuYalanji,2du_s,yubal,,
KukuYalanji,2pl_a,yura,,
KukuYalanji,2pl_o,yurangan,,
KukuYalanji,2pl_p,yuranga,,
KukuYalanji,2pl_s,yura,,
KukuYalanji,2sg_a,yundu,,
KukuYalanji,2sg_o,yununy,,
KukuYalanji,2sg_p,yunu,,
KukuYalanji,2sg_s,yundu,,
KukuYalanji,3d_a,bula,,
KukuYalanji,3d_o,bulangan,,
KukuYalanji,3d_p,bulanga,,
KukuYalanji,3d_s,bula,,
KukuYalanji,3p_a,jana,,
KukuYalanji,3p_o,janangan,,
KukuYalanji,3p_p,jananga,,
KukuYalanji,3p_s,jana,,
KukuYalanji,3sg_m_a,nyulu,,
KukuYalanji,3sg_m_o,nyunguny,,
KukuYalanji,3sg_m_p,nyunju,,
KukuYalanji,3sg_m_s,nyulu,,
KukuYalanji,3sg_n_a,nyulu,,
KukuYalanji,3sg_n_o,nyunguny,,
KukuYalanji,3sg_n_p,nyunju,,
KukuYalanji,3sg_n_s,nyulu,,
Kunbarlang,12du_a,ngarrka,"Kapitonov, Ivan. 2021. A grammar of Kunbarlang. (Mouton Grammar Library, 89.) Berlin: Mouton de Gruyter. xxii+385pp.",
Kunbarlang,12du_o,ngarrka,,
Kunbarlang,12du_p,'=-ngarrku,,
Kunbarlang,12du_s,ngarrka,,
Kunbarlang,12pl_a,ngarrka,,
Kunbarlang,12pl_o,ngarrka,,
Kunbarlang,12pl_p,'=-ngarrku,,
Kunbarlang,12pl_s,ngarrka,,
Kunbarlang,1du_a,nganangka,,
Kunbarlang,1du_o,nganangka,,
Kunbarlang,1du_p,'=-nganungka,,
Kunbarlang,1du_s,nganangka,,
Kunbarlang,1pl_a,ngadbe ,,
Kunbarlang,1pl_o,ngadbe ,,
Kunbarlang,1pl_p,'=-ngadbe,,
Kunbarlang,1pl_s,ngadbe ,,
Kunbarlang,1sg_a,ngayi,,
Kunbarlang,1sg_o,ngayi,,
Kunbarlang,1sg_p,'=-ngaybu,,
Kunbarlang,1sg_s,ngayi,,
Kunbarlang,2du_a,nungunungka,,
Kunbarlang,2du_o,nungunungka,,
Kunbarlang,2du_p,'=-nungunungka,,
Kunbarlang,2du_s,nungunungka,,
Kunbarlang,2pl_a,nukudbe,,
Kunbarlang,2pl_o,nukudbe,,
Kunbarlang,2pl_p,'=-nungudbe,,
Kunbarlang,2pl_s,nukudbe,,
Kunbarlang,2sg_a,ngudda,,
Kunbarlang,2sg_o,ngudda,,
Kunbarlang,2sg_p,nunku,,
Kunbarlang,2sg_s,ngudda,,
Kunbarlang,3d_a,benengka,,
Kunbarlang,3d_o,benengka,,
Kunbarlang,3d_p,'=-burnungka,,
Kunbarlang,3d_s,benengka,,
Kunbarlang,3p_a,bedbe ,,
Kunbarlang,3p_o,bedbe ,,
Kunbarlang,3p_p,'=-budbe,,
Kunbarlang,3p_s,bedbe ,,
Kunbarlang,3sg_m_a,nukka,,
Kunbarlang,3sg_m_o,nukka,,
Kunbarlang,3sg_m_p,'=-rnungu,,
Kunbarlang,3sg_m_s,nukka,,
Kunbarlang,3sg_n_a,nukka,,
Kunbarlang,3sg_n_o,nukka,,
Kunbarlang,3sg_n_p,'=-ngadju,,
Kunbarlang,3sg_n_s,nukka,,
Kunja,12du_a,nin,"Ray, Sidney H. 1923. The Languages of the Western Division of Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 53. 332-360.",
Kunja,12du_o,ni,,
Kunja,12du_p,ndzenme,,
Kunja,12du_s,ni,,
Kunja,12pl_a,nin,,
Kunja,12pl_o,ni,,
Kunja,12pl_p,ndzenme,,
Kunja,12pl_s,ni,,
Kunja,1du_a,nin,,
Kunja,1du_o,ni,,
Kunja,1du_p,ndzenme,,
Kunja,1du_s,ni,,
Kunja,1pl_a,nin,,
Kunja,1pl_o,ni,,
Kunja,1pl_p,ndzenme,,
Kunja,1pl_s,ni,,
Kunja,1sg_a,ndzn,,
Kunja,1sg_o,ndzae,,
Kunja,1sg_p,ndzuni,,
Kunja,1sg_s,ndzae,,
Kunja,2du_a,mbn,,
Kunja,2du_o,mbae,,
Kunja,2du_p,mbenme,,
Kunja,2du_s,mbae,,
Kunja,2pl_a,mbn,,
Kunja,2pl_o,mbae,,
Kunja,2pl_p,mbenme,,
Kunja,2pl_s,mbae,,
Kunja,2sg_a,mbn,,
Kunja,2sg_o,mbae,,
Kunja,2sg_p,mbuni,,
Kunja,2sg_s,mbae,,
Kunja,3d_a,chap,,
Kunja,3d_o,pi,,
Kunja,3d_p,chavanme,,
Kunja,3d_s,pi,,
Kunja,3p_a,chap,,
Kunja,3p_o,pi,,
Kunja,3p_p,chavanme,,
Kunja,3p_s,pi,,
Kunja,3sg_m_a,chap,,
Kunja,3sg_m_o,pi,,
Kunja,3sg_m_p,chavani,,
Kunja,3sg_m_s,pi,,
Kunja,3sg_n_a,chap,,
Kunja,3sg_n_o,pi,,
Kunja,3sg_n_p,chavani,,
Kunja,3sg_n_s,pi,,
Kurtjar,12du_a,ntighal,"Black, Paul & Gilbert, Rolly (1996). Kurtjar dictionary",p16
Kurtjar,12du_o,ntichanh,,
Kurtjar,12du_p,ntichaning,,
Kurtjar,12du_s,ntighal,,
Kurtjar,12pl_a,ntinghan,,
Kurtjar,12pl_o,ntilnganh,,
Kurtjar,12pl_p,ntilnganing,,
Kurtjar,12pl_s,ntinghan,,
Kurtjar,1du_a,ngaal,,
Kurtjar,1du_o,lichanh,,
Kurtjar,1du_p,lichaning,,
Kurtjar,1du_s,ngaal,,
Kurtjar,1pl_a,ngaan,,
Kurtjar,1pl_o,lngeenh,,
Kurtjar,1pl_p,lngeening,,
Kurtjar,1pl_s,ngaan,,
Kurtjar,1sg_a,ngaay,,
Kurtjar,1sg_o,ngaanh,,
Kurtjar,1sg_p,ntoong,,
Kurtjar,1sg_s,ngaay,,
Kurtjar,2du_a,waal,,
Kurtjar,2du_o,walnganh,,
Kurtjar,2du_p,walnganing,,
Kurtjar,2du_s,waal,,
Kurtjar,2pl_a,ooerr,,
Kurtjar,2pl_o,rnguaanh,,
Kurtjar,2pl_p,rnguaaning,,
Kurtjar,2pl_s,ooerr,,
Kurtjar,2sg_a,aant,,
Kurtjar,2sg_o,aan,,
Kurtjar,2sg_p,naaning,,
Kurtjar,2sg_s,aant,,
Kurtjar,3d_a,wilabh,,
Kurtjar,3d_o,wilnganhabh,,
Kurtjar,3d_p,wilnganingabh,,
Kurtjar,3d_s,wilabh,,
Kurtjar,3p_a,dhanabh,,
Kurtjar,3p_o,dhalngnhabh,,
Kurtjar,3p_p,dhalnginingabh,,
Kurtjar,3p_s,dhanaabh,,
Kurtjar,3sg_m_a,laabh,,
Kurtjar,3sg_m_o,nhaabh,,
Kurtjar,3sg_m_p,nganingabh,,
Kurtjar,3sg_m_s,laabh,,
Kurtjar,3sg_n_a,laabh,,
Kurtjar,3sg_n_o,nhaabh,,
Kurtjar,3sg_n_p,nganingabh,,
Kurtjar,3sg_n_s,laabh,,
Kurukh,12du_a,naam,"Hahn, F. 1911. Kurukh grammar. Calcutta: Bengal Secretariat Press.",
Kurukh,12du_o,naman,,
Kurukh,12du_p,namhai,,
Kurukh,12du_s,naam,,
Kurukh,12pl_a,naam,,
Kurukh,12pl_o,naman,,
Kurukh,12pl_p,namhai,,
Kurukh,12pl_s,naam,,
Kurukh,1du_a,eam,,
Kurukh,1du_o,eman,,
Kurukh,1du_p,emhai,,
Kurukh,1du_s,eam,,
Kurukh,1pl_a,eam,,
Kurukh,1pl_o,eman,,
Kurukh,1pl_p,emhai,,
Kurukh,1pl_s,eam,,
Kurukh,1sg_a,ean,,
Kurukh,1sg_o,engan,,
Kurukh,1sg_p,enghai,,
Kurukh,1sg_s,ean,,
Kurukh,2du_a,niam,,
Kurukh,2du_o,niman,,
Kurukh,2du_p,nimhai,,
Kurukh,2du_s,niam,,
Kurukh,2pl_a,niam,,
Kurukh,2pl_o,niman,,
Kurukh,2pl_p,nimhai,,
Kurukh,2pl_s,niam,,
Kurukh,2sg_a,nian,,
Kurukh,2sg_o,ningan,,
Kurukh,2sg_p,ninghai,,
Kurukh,2sg_s,nian,,
Kurukh,3d_a,aar,,
Kurukh,3d_o,aarin,,
Kurukh,3d_p,aargahi,,
Kurukh,3d_s,aar,,
Kurukh,3p_a,aar,,
Kurukh,3p_o,aarin,,
Kurukh,3p_p,aargahi,,
Kurukh,3p_s,aar,,
Kurukh,3sg_m_a,aas,,
Kurukh,3sg_m_o,aasin,,
Kurukh,3sg_m_p,aas gahi,,
Kurukh,3sg_m_s,aas,,
Kurukh,3sg_n_a,aad,,
Kurukh,3sg_n_o,aadin,,
Kurukh,3sg_n_p,aadigahi,,
Kurukh,3sg_n_s,aad,,
Lardil,12du_a,ngakurri,"Ngakulmungan Kangka Leman. 1997. Lardil dictionary: a vocabulary of the language of the Lardil people, Mornington Island, Gulf of Carpentaria, Queensland, with English-Lardil finder list. Mornington Shire Council: Gununa, Qld.",
Lardil,12du_o,ngakurrween,,
Lardil,12du_p,ngakurrwen,,
Lardil,12du_s,ngakurri,,
Lardil,12pl_a,ngakuli,,
Lardil,12pl_o,ngakulween,,
Lardil,12pl_p,ngakulwen,,
Lardil,12pl_s,ngakuli,,
Lardil,1du_a,nyarri,,
Lardil,1du_o,nyarrween,,
Lardil,1du_p,nyarrwen,,
Lardil,1du_s,nyarri,,
Lardil,1pl_a,nyali,,
Lardil,1pl_o,nyalween,,
Lardil,1pl_p,nyalwen,,
Lardil,1pl_s,nyali,,
Lardil,1sg_a,ngada,,
Lardil,1sg_o,ngithaan,,
Lardil,1sg_p,ngithun,,
Lardil,1sg_s,ngada,,
Lardil,2du_a,kirri,,
Lardil,2du_o,kirrween,,
Lardil,2du_p,kirrwen,,
Lardil,2du_s,kirri,,
Lardil,2pl_a,kili,,
Lardil,2pl_o,kilween,,
Lardil,2pl_p,kilwen,,
Lardil,2pl_s,kili,,
Lardil,2sg_a,nyingki,,
Lardil,2sg_o,ngimbeen,,
Lardil,2sg_p,ngimben,,
Lardil,2sg_s,nyingki,,
Lardil,3d_a,birri,,
Lardil,3d_o,birrween,,
Lardil,3d_p,birrwen,,
Lardil,3d_s,birri,,
Lardil,3p_a,bili,,
Lardil,3p_o,bilween,,
Lardil,3p_p,bilwen,,
Lardil,3p_s,bili,,
Lardil,3sg_m_a,niya,,
Lardil,3sg_m_o,niween,,
Lardil,3sg_m_p,niwen,,
Lardil,3sg_m_s,niya,,
Lardil,3sg_n_a,niya,,
Lardil,3sg_n_o,niween,,
Lardil,3sg_n_p,niwen,,
Lardil,3sg_n_s,niya,,
Macedonian,12du_a,nie,"Friedman, Victor A. 1993. Macedonian. In Comrie, Bernard and Greville G. Corbett, The Slavonic Languages. pp. 249-305. London, New York: Routledge.",
Macedonian,12du_o,nè,,
Macedonian,12du_p,nash,,
Macedonian,12du_s,nie,,
Macedonian,12pl_a,nie,,
Macedonian,12pl_o,nè,,
Macedonian,12pl_p,nash,,
Macedonian,12pl_s,nie,,
Macedonian,1du_a,nie,,
Macedonian,1du_o,nè,,
Macedonian,1du_p,nash,,
Macedonian,1du_s,nie,,
Macedonian,1pl_a,nie,,
Macedonian,1pl_o,nè,,
Macedonian,1pl_p,nash,,
Macedonian,1pl_s,nie,,
Macedonian,1sg_a,jas,,
Macedonian,1sg_o,me,,
Macedonian,1sg_p,moj,,
Macedonian,1sg_s,jas,,
Macedonian,2du_a,vie,,
Macedonian,2du_o,ve,,
Macedonian,2du_p,vash,,
Macedonian,2du_s,vie,,
Macedonian,2pl_a,vie,,
Macedonian,2pl_o,ve,,
Macedonian,2pl_p,vash,,
Macedonian,2pl_s,vie,,
Macedonian,2sg_a,ti,,
Macedonian,2sg_o,te,,
Macedonian,2sg_p,toj,,
Macedonian,2sg_s,ti,,
Macedonian,3d_a,tie,,
Macedonian,3d_o,gi,,
Macedonian,3d_p,nivni,,
Macedonian,3d_s,tie,,
Macedonian,3p_a,tie,,
Macedonian,3p_o,gi,,
Macedonian,3p_p,nivni,,
Macedonian,3p_s,tie,,
Macedonian,3sg_m_a,toj,,
Macedonian,3sg_m_o,go,,
Macedonian,3sg_m_p,negov,,
Macedonian,3sg_m_s,toj,,
Macedonian,3sg_n_a,toa,,
Macedonian,3sg_n_o,go,,
Macedonian,3sg_n_p,negov,,
Macedonian,3sg_n_s,toa,,
Maithili,12du_a,hem seb ,"Yadav, Ramawatar. 1996. A reference grammar of Maithili. Berlin: Mouton de Gruyter.",
Maithili,12du_o,hemra seb sẽ,,
Maithili,12du_p,hemer sebhek ,,
Maithili,12du_s,hem seb ,,
Maithili,12pl_a,hem seb ,,
Maithili,12pl_o,hemra seb sẽ,,
Maithili,12pl_p,hemer sebhek ,,
Maithili,12pl_s,hem seb ,,
Maithili,1du_a,hem seb ,,
Maithili,1du_o,hemra seb sẽ,,
Maithili,1du_p,hemer sebhek ,,
Maithili,1du_s,hem seb ,,
Maithili,1pl_a,hem seb ,,
Maithili,1pl_o,hemra seb sẽ,,
Maithili,1pl_p,hemer sebhek ,,
Maithili,1pl_s,hem seb ,,
Maithili,1sg_a,hem ,,
Maithili,1sg_o,hemra ,,
Maithili,1sg_p,hemer ,,
Maithili,1sg_s,hem ,,
Maithili,2du_a,ehã,,
Maithili,2du_o,ehã seb kẽ,,
Maithili,2du_p,ehã sebhek ,,
Maithili,2du_s,ehã,,
Maithili,2pl_a,ehã,,
Maithili,2pl_o,ehã seb kẽ,,
Maithili,2pl_p,ehã sebhek ,,
Maithili,2pl_s,ehã,,
Maithili,2sg_a,ehã,,
Maithili,2sg_o,ehã kẽ,,
Maithili,2sg_p,ehãk ,,
Maithili,2sg_s,ehã,,
Maithili,3d_a,i seb,,
Maithili,3d_o,hinka seb kẽ,,
Maithili,3d_p,hinka sebhek,,
Maithili,3d_s,i seb,,
Maithili,3p_a,i seb,,
Maithili,3p_o,hinka seb kẽ,,
Maithili,3p_p,hinka sebhek,,
Maithili,3p_s,i seb,,
Maithili,3sg_m_a,i,,
Maithili,3sg_m_o,hinka  ,,
Maithili,3sg_m_p,hinker,,
Maithili,3sg_m_s,i,,
Maithili,3sg_n_a,i,,
Maithili,3sg_n_o,hinka  ,,
Maithili,3sg_n_p,hinker,,
Maithili,3sg_n_s,i,,
Maklew,12du_a,ngag,"Boelaars, J.H.M.C. 1950. The Linguistic Position of South Western New Guinea. Leiden: Brill.",
Maklew,12du_o,ngagol,,
Maklew,12du_p,ngagang,,
Maklew,12du_s,ngag,,
Maklew,12pl_a,ngag,,
Maklew,12pl_o,ngagol,,
Maklew,12pl_p,ngagang,,
Maklew,12pl_s,ngag,,
Maklew,1du_a,ngag,,
Maklew,1du_o,ngagol,,
Maklew,1du_p,ngagang,,
Maklew,1du_s,ngag,,
Maklew,1pl_a,ngag,,
Maklew,1pl_o,ngagol,,
Maklew,1pl_p,ngagang,,
Maklew,1pl_s,ngag,,
Maklew,1sg_a,ngoollo,,
Maklew,1sg_o,ngoolel,,
Maklew,1sg_p,ngoolang,,
Maklew,1sg_s,ngoollo,,
Maklew,2du_a,omle,,
Maklew,2du_o,alel,,
Maklew,2du_p,alang,,
Maklew,2du_s,omle,,
Maklew,2pl_a,omle,,
Maklew,2pl_o,alel,,
Maklew,2pl_p,alang,,
Maklew,2pl_s,omle,,
Maklew,2sg_a,obe,,
Maklew,2sg_o,awol,,
Maklew,2sg_p,awang,,
Maklew,2sg_s,obe,,
Maklew,3d_a,imel,,
Maklew,3d_o,imlel,,
Maklew,3d_p,imlang,,
Maklew,3d_s,imel,,
Maklew,3p_a,imel,,
Maklew,3p_o,imlel,,
Maklew,3p_p,imlang,,
Maklew,3p_s,imel,,
Maklew,3sg_m_a,ib,,
Maklew,3sg_m_o,ibel,,
Maklew,3sg_m_p,ibang,,
Maklew,3sg_m_s,ib,,
Maklew,3sg_n_a,ib,,
Maklew,3sg_n_o,ibel,,
